date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
21/12/2016 20:53;150;381;# Salvini: sono stanco dell'ipocrisia islamica, oggi, per religione, nel mondo si uccide solo nel nome di Allah e Maometto! # dallavostrapartepic.twitter.com/9i6RO3LmnI;;;# #;8,11661E+17;https://twitter.com/matteosalvinimi/status/811660868249382912
21/12/2016 20:48;50;140;# Salvini: Islam religione di pace? Mah............ # dallavostrapartepic.twitter.com/Bg9KEQVUAH;;;# #;8,1166E+17;https://twitter.com/matteosalvinimi/status/811659716476751872
21/12/2016 20:47;65;179;# Salvini: prima Islam maturi e condanni la violenza, poi vedremo se cedere un metro quadro per nuove moschee... # dallavostraparte;;;# #;8,11659E+17;https://twitter.com/matteosalvinimi/status/811659368274034689
21/12/2016 20:46;144;391;# Salvini: moschee? Problema non è religione, ma Islam, tramite Dio, vuole imporre un modo di vivere incompatibile con noi. # dallavostraparte;;;# #;8,11659E+17;https://twitter.com/matteosalvinimi/status/811659217509687297
21/12/2016 20:46;51;148;# Salvini: a Mineo sono stato 3 volte, potrebbe esser capitale del made in Italy, invece lo è di business immigrazione. # dallavostraparte;;;# #;8,11659E+17;https://twitter.com/matteosalvinimi/status/811659056763064321
21/12/2016 20:24;29;127;Tra poco, alle 20.30, sarò ospite di @ BelpietroTweet in diretta a # Dallavostraparte su Rete 4. Buona serata, Amici.;;@;#;8,11654E+17;https://twitter.com/matteosalvinimi/status/811653610677432320
21/12/2016 18:52;52;161;"Le parole del ministro Poletti sono deprimenti, dimostrazione di MEDIOCRITÀ"". > # votosubito http://www.metropolisweb.it/mobile/news/quei-cervelli-in-fuga-offesi-dallo-stato-loncologo-napoletano-da-philadelphia-governo-mediocre/23589.html …""";;;#;8,1163E+17;https://twitter.com/matteosalvinimi/status/811630491250098176
21/12/2016 15:14;145;329;Adesso sì che a # Berlino stanno tranquilli..... # Alfanopic.twitter.com/FA013uDMB5;;;# #;8,11576E+17;https://twitter.com/matteosalvinimi/status/811575568772821012
21/12/2016 13:47;14;69;Ora a @ 1giornodapecora su http://www.radio1.rai.it ! A voi chi viene in mente se si parla di PECORE??? # ugdp;;@;#;8,11554E+17;https://twitter.com/matteosalvinimi/status/811553696626704384
21/12/2016 12:20;16;48;Ora LIVE da # Roma >https://www.facebook.com/salviniofficial/videos/10154355569073155/ …;;;#;8,11532E+17;https://twitter.com/matteosalvinimi/status/811531874258550784
21/12/2016 11:29;66;206;# Salvini: Voglio recuperare la sovranità MONETARIA e la sovranità della nostra economia. # coffeebreakla7;;;# #;8,11519E+17;https://twitter.com/matteosalvinimi/status/811518850512654336
21/12/2016 11:28;30;85;# Salvini: L'Europa deve fare poche cose e farle bene, invece... # coffeebreakla7;;;# #;8,11519E+17;https://twitter.com/matteosalvinimi/status/811518596153311232
21/12/2016 11:27;35;95;# Salvini: Nessun accordo strategico con la SINISTRA! # coffeebreakla7;;;# #;8,11518E+17;https://twitter.com/matteosalvinimi/status/811518349385592832
21/12/2016 11:26;60;135;# Salvini: All'economia ITALIANA, ai pensionati ITALIANI, ai lavoratori ITALIANI, deve pensare solo il GOVERNO ITALIANO. # coffeebreakla7;;;# #;8,11518E+17;https://twitter.com/matteosalvinimi/status/811518230657454081
21/12/2016 11:23;68;170;# Salvini: Stiamo seguendo le direttive idiote dell'Europa. Non c'è convenienza a stare in questa UE. # coffeebreakla7pic.twitter.com/W8T254llX7;;;# #;8,11517E+17;https://twitter.com/matteosalvinimi/status/811517410163486720
21/12/2016 11:20;45;105;# Salvini: La direttiva sulle banche è stata una direttiva DEMENZIALE, ha favorito solo banche tedesche. # coffeebreakla7;;;# #;8,11517E+17;https://twitter.com/matteosalvinimi/status/811516654853193728
21/12/2016 11:17;85;192;# Salvini: La disoccupazione aumenta, i negozi continuano a chiudere e il Parlamento pensa alla L.Elettorale... # coffeebreakla7pic.twitter.com/dj9xD2DEqL;;;# #;8,11516E+17;https://twitter.com/matteosalvinimi/status/811515892349681664
21/12/2016 11:16;60;135;# Salvini: # Sala si è fatto il processo da solo, adesso è tornato a fare il Sindaco. Ci dica quanti DEBITI ha lasciato EXPO # coffeebreakla7;;;# # #;8,11516E+17;https://twitter.com/matteosalvinimi/status/811515589554487296
21/12/2016 11:14;46;92;# Salvini: Da noi non arrivano SIRIANI! Alfano gira l'Europa a parlare di sicurezza..... # coffeebreakla7;;;# #;8,11515E+17;https://twitter.com/matteosalvinimi/status/811515202575466498
21/12/2016 11:13;78;198;# Salvini: Me la prendo con chi pensa che INTEGRARE voglia dire dimenticare le nostre TRADIZIONI. Il problema è CULTURALE. # coffeebreakla7;;;# #;8,11515E+17;https://twitter.com/matteosalvinimi/status/811514952553025536
21/12/2016 11:11;111;235;# Salvini:Occorre mettere filtri,CONTROLLANDO chi entra e chi esce. Immigrazione fuori controllo porta ad aumento delinquenza # coffeebreakla7;;;# #;8,11514E+17;https://twitter.com/matteosalvinimi/status/811514412330840064
21/12/2016 10:41;36;78;Alle 11.00 vi saluto in diretta da # coffeebreakla7 su @ La7tv. Chi c'è?? # VOTOSUBITO;;@;# #;8,11507E+17;https://twitter.com/matteosalvinimi/status/811506795529302016
21/12/2016 10:09;129;295;"La # Merkel: Sull'accoglienza non cambieremo"". In tempo di guerra sarebbe processata per alto tradimento.""";;;#;8,11499E+17;https://twitter.com/matteosalvinimi/status/811498905020092416
20/12/2016 21:46;160;481;Erano in tre contro uno, ma sono soddisfatto. P.s. Loro sono rassegnati all'Euro, alla schiavitù e all'invasione, io no! # ottoemezzo;;;#;8,11312E+17;https://twitter.com/matteosalvinimi/status/811311864349151232
20/12/2016 21:18;134;369;# Salvini: Se non ci fosse stato Putin ad oggi avremmo l’ISIS in casa. # ottoemezzo;;;# #;8,11305E+17;https://twitter.com/matteosalvinimi/status/811304700893155328
20/12/2016 21:15;167;414;# Salvini: Basta con gessetti, servono controlli, espulsioni, reazioni culturali. Decine di scuole eliminano il Natale # Berlino # ottoemezzo;;;# # #;8,11304E+17;https://twitter.com/matteosalvinimi/status/811304122783776768
20/12/2016 21:10;52;172;# Salvini: Se iniziamo a lavorare adesso, senza dover aspettare la Consulta, per fare la Legge Elettorale basta un mese e mezzo. # ottoemezzopic.twitter.com/YXdyJ2XobK;;;# #;8,11303E+17;https://twitter.com/matteosalvinimi/status/811302860168249344
20/12/2016 21:10;58;200;# Salvini: Per le prossime elezioni cercherò di fare l'accordo più ampio possibile con gli alleati, basandosi su PATTI CHIARI. # ottoemezzo;;;# #;8,11303E+17;https://twitter.com/matteosalvinimi/status/811302685290983424
20/12/2016 21:06;37;141;# Salvini: Ai # 5stelle rimprovero solo che le città che governano sono FERME. In 6 mesi non cambi il mondo, ma qualche segnale.. # ottoemezzo;;;# # #;8,11302E+17;https://twitter.com/matteosalvinimi/status/811301810384338945
20/12/2016 21:02;80;211;# Salvini: L’ # euro è un esperimento FALLITO, ci si metta a un tavolo e ci si riprenda la sovranità monetaria. # ottoemezzo;;;# # #;8,11301E+17;https://twitter.com/matteosalvinimi/status/811300727213670404
20/12/2016 21:01;88;229;# Salvini: L’euro è una MONETA SBAGLIATA, ha aiutato l’economia tedesca e basta. # ottoemezzopic.twitter.com/79MGF7xDje;;;# #;8,113E+17;https://twitter.com/matteosalvinimi/status/811300418047381504
20/12/2016 20:58;57;170;# Salvini: Avrei difeso l’italianità già in passato, qualcuno dormiva mentre si svendevano i grandi gruppi italiani. # ottoemezzo;;;# #;8,113E+17;https://twitter.com/matteosalvinimi/status/811299864994869252
20/12/2016 20:58;26;100;# Salvini: Mediaset è strategica, si parla di dati sensibili, di telecomunicazioni, di cultura. # ottoemezzo;;;# #;8,113E+17;https://twitter.com/matteosalvinimi/status/811299659360665600
20/12/2016 20:58;37;137;# Salvini: Sono d'accordo che vengano tutelate le aziende strategiche italiane, a prescindere da chi sia il proprietario. # ottoemezzo;;;# #;8,113E+17;https://twitter.com/matteosalvinimi/status/811299641446776833
20/12/2016 20:56;29;128;# Salvini: Gli italiani hanno voglia di tornare ad essere PROTAGONISTI! # votosubito # ottoemezzo;;;# # #;8,11299E+17;https://twitter.com/matteosalvinimi/status/811299142219792386
20/12/2016 20:55;28;117;# Salvini: Cercherò di convincere quel 40% di italiani che non sono più andati a votare. # ottoemezzo;;;# #;8,11299E+17;https://twitter.com/matteosalvinimi/status/811298913823195137
20/12/2016 20:54;62;181;# Salvini: Nel mondo accade # Brexit, # Trump, # Berlino, # Ankara e noi siamo qua a parlare di consultellum, Berlusconi e Renzi?? # ottoemezzo;;;# # # # # #;8,11299E+17;https://twitter.com/matteosalvinimi/status/811298809502466048
20/12/2016 20:53;29;116;# Salvini: Ho fretta di occuparmi dei problemi REALI. # votosubito # ottoemezzo;;;# # #;8,11299E+17;https://twitter.com/matteosalvinimi/status/811298548922908672
20/12/2016 20:52;20;94;# Salvini: Gli italiani hanno votato in 32 MILIONI, hanno dato una lezione al mondo, MA…. # ottoemezzo;;;# #;8,11298E+17;https://twitter.com/matteosalvinimi/status/811298236581507072
20/12/2016 20:49;76;242;# Salvini:Non posso dialogare con uno che ha nel Governo # Poletti,sappiamo come la pensa su giovani che devono andare all’estero # ottoemezzo;;;# # #;8,11298E+17;https://twitter.com/matteosalvinimi/status/811297567271174145
20/12/2016 20:42;21;90;# Salvini # ottoemezzopic.twitter.com/XpGzavvWLY;;;# #;8,11296E+17;https://twitter.com/matteosalvinimi/status/811295767314989056
20/12/2016 20:41;46;157;# Salvini: Io MAI farei un'alleanza con Renzi, se Berlusconi non la esclude, lo vada a spiegare ai suoi elettori. # ottoemezzo;;;# #;8,11296E+17;https://twitter.com/matteosalvinimi/status/811295555762716672
20/12/2016 20:10;29;106;Buonasera Amici, alle 20.30 sarò in diretta a # ottoemezzo su @ La7tv. # BerlinAttack # Berlino # AnkaraAttack # Ankara;;@;# # # # #;8,11288E+17;https://twitter.com/matteosalvinimi/status/811287705967542273
20/12/2016 18:06;107;262;Le mie proposte contro invasori e terroristi, e le colpe dell'Occidente. Che ne pensate? # BerlinAttack # Berlinohttp://www.affaritaliani.it/politica/attentato-a-berlino-salvini-l-italia-finanzia-e-aiuta-i-terroristi-islamici-455380.html …;;;# #;8,11256E+17;https://twitter.com/matteosalvinimi/status/811256419139915777
20/12/2016 12:29;219;410;Proposta BOCCIATA da tutti, che schifo! Troppo gente vuole tirare a campare, alle spalle degli italiani. # votosubitopic.twitter.com/Hxf8dEyXG5;;;#;8,11172E+17;https://twitter.com/matteosalvinimi/status/811171667267485696
20/12/2016 10:16;283;623;Tranquilli Amici, l'Islam è una religione di pace e amore. # berlinchristmasmarket # Berlinopic.twitter.com/kE10y5KwxR;;;# #;8,11138E+17;https://twitter.com/matteosalvinimi/status/811138134750756864
19/12/2016 23:10;311;805;# Terrore a # Berlino, 9 morti e 50 feriti ai mercatini di # Natale. Chi sarà stato? Preghiere non bastano più, occorre reagire con la forza.;;;# # #;8,10971E+17;https://twitter.com/matteosalvinimi/status/810970694154645504
19/12/2016 21:49;249;549;"INCREDIBILE la faccia tosta del ministro del Lavoro, Poletti: 100.000 giovani in fuga all'estero? Bene, meglio non averli tra i piedi"".""";;;;8,1095E+17;https://twitter.com/matteosalvinimi/status/810950149937696768
19/12/2016 21:21;194;423;"Un maledetto terrorista islamico ha ucciso l'ambasciatore russo in Turchia per vendicare i morti in Siria"".pic.twitter.com/T7djREfOkm""";;;;8,10943E+17;https://twitter.com/matteosalvinimi/status/810943271795064833
19/12/2016 21:19;32;161;"Io penso in dialetto perché sono popolano"". Ricordando il grande Gianni Brera, che ci salutò il 19 dicembre 1992.""";;;;8,10943E+17;https://twitter.com/matteosalvinimi/status/810942714221129728
19/12/2016 16:35;81;191;# votosubitopic.twitter.com/PhXUyVlqyn;;;#;8,10871E+17;https://twitter.com/matteosalvinimi/status/810871089211576320
19/12/2016 15:22;73;212;2017, anno nuovo, governo nuovo. Dai che ce la facciamo! > http://www.liberoquotidiano.it/news/politica/12255073/matteo-salvini-intervista-libero-senaldi-scalata-lega-nord-senza-infamate-profezia-renzi-grillo-dilettanti-berlusconi-centrodestra-.html …;;;;8,10853E+17;https://twitter.com/matteosalvinimi/status/810852712321613824
19/12/2016 14:16;303;443;Chi volesse complimentarsi con la dirigente scolastica, e farle gli auguri di Natale, può chiamare lo 030/930167. Educatori o dis-educatori?pic.twitter.com/T46UHbxdU9;;;;8,10836E+17;https://twitter.com/matteosalvinimi/status/810836171848699904
19/12/2016 13:08;74;194;Maxi-rissa ieri mattina a Treviso tra un gruppo di senegalesi e una banda di ROM... BASTAAAA! VIDEO>https://www.facebook.com/salviniofficial/videos/10154348552278155/ …;;;;8,10819E+17;https://twitter.com/matteosalvinimi/status/810819081687461888
19/12/2016 13:07;191;346;Sei italiano e parli italiano, o piemontese? Sei sfortunato, paghi tutto. A me sembra una roba da matti. A voi?pic.twitter.com/JIM1BZqttT;;;;8,10819E+17;https://twitter.com/matteosalvinimi/status/810818830717030400
18/12/2016 22:40;19;117;Teoricamente non dovrei ma... come faccio a dire di no??? https://www.instagram.com/p/BOLIalfhs8z/;;;;8,10601E+17;https://twitter.com/matteosalvinimi/status/810600770336747520
18/12/2016 17:55;222;547;"La Boldrini: Senza migranti Italia piena di anziani senza pensione"". Ma ancora parla? # boldriniclandestina # votosubito""";;;# #;8,10529E+17;https://twitter.com/matteosalvinimi/status/810528974237483008
18/12/2016 13:41;90;281;Mentre gli altri litigano, noi costruiamo! GRAZIE per la partecipazione, siete già quasi in 15.000 ad aver firmato! http://votosubito.org;;;;8,10465E+17;https://twitter.com/matteosalvinimi/status/810465109139161088
18/12/2016 12:54;131;281;Siete contrari al burqa? Attenti, la Boldrini potrebbe accusarvi di islamofobia... > http://m.ilgiornale.it/news/2016/12/17/salvini-duro-con-la-boldrini-burqa-lo-metta-alle-figlie/1343726/ …;;;;8,10453E+17;https://twitter.com/matteosalvinimi/status/810453165535535105
18/12/2016 11:18;55;215;Alle 12 aspetto, chi vorrà, al gazebo Lega di viale Suzzani a Milano. Astenersi Alfani, Boldrine e perditempo. # votosubito;;;#;8,10429E+17;https://twitter.com/matteosalvinimi/status/810429077102489600
17/12/2016 16:58;93;182;Quanto tempo ci impieghiamo ad arrivare a DIECIMILA??? Firmate su http://www.votosubito.org (e PASSAPAROLA!);;;;8,10152E+17;https://twitter.com/matteosalvinimi/status/810152304796200960
17/12/2016 15:36;75;219;Presepe nella splendida Cattedrale di Palermo, dedicato a chi si vergogna o si dimentica della… https://www.instagram.com/p/BOHzDa5hS-J/;;;;8,10132E+17;https://twitter.com/matteosalvinimi/status/810131582728028160
17/12/2016 13:06;63;191;GRAZIE a chi oggi e domani è impegnato nelle centinaia di gazebo # votosubito. Potete sottoscrivere anche online: http://WWW.VOTOSUBITO.ORG;;;#;8,10094E+17;https://twitter.com/matteosalvinimi/status/810093837943263233
17/12/2016 12:51;32;121;Omaggio al monumento in ricordo di # Falcone GRAZIE e su la testa, la # Sicilia e l'Italia non si… https://www.instagram.com/p/BOHgHmQhrLL/;;;# #;8,1009E+17;https://twitter.com/matteosalvinimi/status/810089945201184768
17/12/2016 12:23;266;471;Scuole elementari di Pontevico (Brescia). Siamo alla FOLLIA! Genitori, su la testa!pic.twitter.com/MG24U7m4qi;;;;8,10083E+17;https://twitter.com/matteosalvinimi/status/810083093860257792
17/12/2016 12:20;56;153;Oltre che ai gazebo in tutta Italia, potete sottoscrivere online: http://www.votosubito.org . La parola torni ai cittadini, SUBITO! # votosubito;;;#;8,10082E+17;https://twitter.com/matteosalvinimi/status/810082311563837440
17/12/2016 12:18;113;357;Omaggio al monumento in ricordo di Falcone. GRAZIE e su la testa, la Sicilia e l'Italia non si arrendono, mai!pic.twitter.com/DmPmI0xoe4;;;;8,10082E+17;https://twitter.com/matteosalvinimi/status/810081739607605252
16/12/2016 20:40;108;430;Incredibile, siete tantissimi a voler firmare, il sito ha problemi a starvi dietro. Un po' di pazienza e ce la farete tutti! # votosubito;;;#;8,09846E+17;https://twitter.com/matteosalvinimi/status/809845712385150980
16/12/2016 20:26;84;185;SOTTOSCRIVI anche tu! # votosubito Puoi farlo su http://WWW.VOTOSUBITO.ORG oppure domani e domenica in centinaia di piazze in tutta Italia!;;;#;8,09842E+17;https://twitter.com/matteosalvinimi/status/809842061356699648
16/12/2016 16:59;257;259;"I migranti"" prendono il posto dei pazienti.... FOLLIA!!http://www.ilpopulista.it/news/16-Dicembre-2016/8275/sardegna-pazienti-italiani-cacciati-dagli-ospedali-per-far-posto-ai-clandestini.html …""";;;;8,0979E+17;https://twitter.com/matteosalvinimi/status/809790137542574080
16/12/2016 12:14;83;202;Qualche minuto insieme a voi! P.s. Anche quest'anno alcune scuole non festeggiano il Natale, pazzesco... > https://www.facebook.com/salviniofficial/videos/10154342382438155/ …;;;;8,09718E+17;https://twitter.com/matteosalvinimi/status/809718390478802945
16/12/2016 10:01;102;265;Indagato per falso su appalti # Expo # Sala, sindaco PD di # Milano. Buona giornata Amici.......;;;# # #;8,09685E+17;https://twitter.com/matteosalvinimi/status/809684959761940481
16/12/2016 10:01;62;203;Arrestato per corruzione # Marra, capo del Personale e fedelissimo del sindaco di # Roma # Raggi, # 5stelle. Buona giornata Amici.......;;;# # # #;8,09685E+17;https://twitter.com/matteosalvinimi/status/809684847077822464
16/12/2016 09:14;17;111;Tra poco, alle 9.25, sarò in diretta su Canale 5 a # Mattino5. Se avete tempo, fatemi compagnia. @ mattino5;;@;#;8,09673E+17;https://twitter.com/matteosalvinimi/status/809673070696955904
16/12/2016 09:11;179;468;Arrestato per corruzione # Marra, fedelissimo della Raggi, M5S. Indagato per falso su appalti Expo # Sala, PD. Buona giornata Amici......;;;# #;8,09672E+17;https://twitter.com/matteosalvinimi/status/809672367047933952
15/12/2016 18:38;155;315;Sabato e domenica in centinaia di piazze da Nord a Sud! Vieni a firmare anche tu! # votosubito http://WWW.VOTOSUBITO.ORG pic.twitter.com/f0QYcOOM51;;;#;8,09453E+17;https://twitter.com/matteosalvinimi/status/809452523471994880
15/12/2016 13:12;114;320;Ancora vandali contro una sede Lega, questa volta a Cremona. Pensano di farci paura? Ci fanno PENA. P.s. Se ne becco uno, cominci a correre.pic.twitter.com/2XwRfPGq5H;;;;8,09371E+17;https://twitter.com/matteosalvinimi/status/809370608194686977
15/12/2016 11:14;184;430;4,6 milioni di italiani sotto soglia di POVERTÀ e debito pubblico che sale a 2.223 miliardi di euro. E la risposta è Gentiloni? # votosubito;;;#;8,09341E+17;https://twitter.com/matteosalvinimi/status/809340875616768002
15/12/2016 10:52;8;42;Ora in diretta a @ RadioCusano (http://www.tag24.it ).;;@;;8,09335E+17;https://twitter.com/matteosalvinimi/status/809335196680130560
14/12/2016 20:07;35;223;Auguri cucciola! Nata con la neve, bella come il sole. https://www.instagram.com/p/BOAjnZshVrr/;;;;8,09112E+17;https://twitter.com/matteosalvinimi/status/809112472267341824
14/12/2016 19:03;91;265;L'Euro è una moneta FALLITA! E senza una moneta giusta non andiamo da nessuna parte! # votosubito >https://www.facebook.com/salviniofficial/videos/10154336452733155/ …;;;#;8,09097E+17;https://twitter.com/matteosalvinimi/status/809096587804819461
14/12/2016 16:13;451;1129;Poliziotto sparò a ladro ROM in fuga. Tribunale di Torino lo condanna a 9 mesi di reclusione e 60000€ di risarcimento. STO COL POLIZIOTTO.;;;;8,09054E+17;https://twitter.com/matteosalvinimi/status/809053655764783104
14/12/2016 12:50;453;802;L'Europa che tace su clandestini e terroristi, e attacca # Putin e i populisti, è una gabbia da cui liberarsi.pic.twitter.com/ya37ph2F4a;;;#;8,09003E+17;https://twitter.com/matteosalvinimi/status/809002734229798914
14/12/2016 10:32;76;160;Qui Strasburgo, questi sono matti... Sia i Popolari che i Socialisti (quindi Forza Italia e Pd)… https://www.instagram.com/p/BN_hz-5Ba3A/;;;;8,08968E+17;https://twitter.com/matteosalvinimi/status/808967769265840128
14/12/2016 00:13;135;326;# Salvini: L'Euro è esperimento FALLITO. Italia è il Paese europeo che ha perso di più in termini di stipendi # portaaporta # votosubito;;;# # #;8,08812E+17;https://twitter.com/matteosalvinimi/status/808812020220968960
14/12/2016 00:11;134;353;"# Salvini: Molti cittadini mi chiedono a cosa sia servito andare a votare al # Referendum. Il NO"" era anche voto politico! # portaaporta.pic.twitter.com/B4C37C4av4""";;;# # #;8,08812E+17;https://twitter.com/matteosalvinimi/status/808811532498964484
14/12/2016 00:09;83;210;# Salvini: ELEZIONI!! Con un Parlamento LEGITTIMO ed un Governo LEGITTIMO!! # portaaporta.;;;# #;8,08811E+17;https://twitter.com/matteosalvinimi/status/808811168290705408
14/12/2016 00:08;54;147;# Salvini:Con chi saremo alleati? PROGETTO della Lega è chiaro, è quello che sta vincendo in Europa, da @ MLP_officiel a # Brexit. # portaaporta;;@;# # #;8,08811E+17;https://twitter.com/matteosalvinimi/status/808810735123988480
